start;end;downloads;package
2020-09-01;2020-09-30;9423;rcdk
2020-10-01;2020-10-31;10444;rcdk
2020-11-01;2020-11-30;10641;rcdk
2020-12-01;2020-12-31;10545;rcdk
2021-01-01;2021-01-31;9971;rcdk
2021-02-01;2021-02-28;9732;rcdk
2021-03-01;2021-03-31;10470;rcdk
2021-04-01;2021-04-30;5948;rcdk
2021-05-01;2021-05-31;1633;rcdk
2021-06-01;2021-06-30;1509;rcdk
2021-07-01;2021-07-31;1333;rcdk
2021-08-01;2021-08-31;1398;rcdk
2021-09-01;2021-09-30;1394;rcdk
2021-10-01;2021-10-31;2238;rcdk
2021-11-01;2021-11-30;2256;rcdk
2021-12-01;2021-12-31;1981;rcdk
2022-01-01;2022-01-31;1426;rcdk
2022-02-01;2022-02-28;1834;rcdk
2022-03-01;2022-03-31;1975;rcdk
2022-04-01;2022-04-30;1687;rcdk
2022-05-01;2022-05-31;1752;rcdk
2022-06-01;2022-06-30;1659;rcdk
2022-07-01;2022-07-31;1407;rcdk
2022-08-01;2022-08-31;1516;rcdk
2022-09-01;2022-09-30;1611;rcdk
2022-10-01;2022-10-31;1841;rcdk
2022-11-01;2022-11-30;1594;rcdk
2022-12-01;2022-12-31;1336;rcdk
2023-01-01;2023-01-31;1433;rcdk
2023-02-01;2023-02-28;1428;rcdk
2023-03-01;2023-03-31;1891;rcdk
2023-04-01;2023-04-30;1674;rcdk
2023-05-01;2023-05-31;1575;rcdk
2023-06-01;2023-06-30;1471;rcdk
2023-07-01;2023-07-31;1807;rcdk
2023-08-01;2023-08-31;2037;rcdk
2023-09-01;2023-09-30;2353;rcdk
2023-10-01;2023-10-31;1893;rcdk
2023-11-01;2023-11-30;1782;rcdk
2023-12-01;2023-12-31;1361;rcdk
2024-01-01;2024-01-31;1802;rcdk
2024-02-01;2024-02-29;1455;rcdk
2024-03-01;2024-03-31;1865;rcdk
2024-04-01;2024-04-30;1505;rcdk
2024-05-01;2024-05-31;1621;rcdk
2024-06-01;2024-06-26;1416;rcdk
2014-01-01;2014-01-31;291;rcdklibs
2014-02-01;2014-02-28;278;rcdklibs
2014-03-01;2014-03-31;343;rcdklibs
2014-04-01;2014-04-30;382;rcdklibs
2014-05-01;2014-05-31;223;rcdklibs
2014-06-01;2014-06-30;248;rcdklibs
2014-07-01;2014-07-31;241;rcdklibs
2014-08-01;2014-08-31;371;rcdklibs
2014-09-01;2014-09-30;435;rcdklibs
2014-10-01;2014-10-31;438;rcdklibs
2014-11-01;2014-11-30;504;rcdklibs
2014-12-01;2014-12-31;344;rcdklibs
2015-01-01;2015-01-31;483;rcdklibs
2015-02-01;2015-02-28;364;rcdklibs
2015-03-01;2015-03-31;545;rcdklibs
2015-04-01;2015-04-30;538;rcdklibs
2015-05-01;2015-05-31;448;rcdklibs
2015-06-01;2015-06-30;517;rcdklibs
2015-07-01;2015-07-31;341;rcdklibs
2015-08-01;2015-08-31;504;rcdklibs
2015-09-01;2015-09-30;437;rcdklibs
2015-10-01;2015-10-31;531;rcdklibs
2015-11-01;2015-11-30;644;rcdklibs
2015-12-01;2015-12-31;406;rcdklibs
2016-01-01;2016-01-31;1075;rcdklibs
2016-02-01;2016-02-29;922;rcdklibs
2016-03-01;2016-03-31;633;rcdklibs
2016-04-01;2016-04-30;525;rcdklibs
2016-05-01;2016-05-31;752;rcdklibs
2016-06-01;2016-06-30;664;rcdklibs
2016-07-01;2016-07-31;737;rcdklibs
2016-08-01;2016-08-31;517;rcdklibs
2016-09-01;2016-09-30;524;rcdklibs
2016-10-01;2016-10-31;508;rcdklibs
2016-11-01;2016-11-30;878;rcdklibs
2016-12-01;2016-12-31;572;rcdklibs
2017-01-01;2017-01-31;585;rcdklibs
2017-02-01;2017-02-28;617;rcdklibs
2017-03-01;2017-03-31;721;rcdklibs
2017-04-01;2017-04-30;797;rcdklibs
2017-05-01;2017-05-31;643;rcdklibs
2017-06-01;2017-06-30;3156;rcdklibs
2017-07-01;2017-07-31;812;rcdklibs
2017-08-01;2017-08-31;549;rcdklibs
2017-09-01;2017-09-30;546;rcdklibs
2017-10-01;2017-10-31;719;rcdklibs
2017-11-01;2017-11-30;734;rcdklibs
2017-12-01;2017-12-31;546;rcdklibs
2018-01-01;2018-01-31;673;rcdklibs
2018-02-01;2018-02-28;484;rcdklibs
2018-03-01;2018-03-31;473;rcdklibs
2018-04-01;2018-04-30;656;rcdklibs
2018-05-01;2018-05-31;608;rcdklibs
2018-06-01;2018-06-30;431;rcdklibs
2018-07-01;2018-07-31;510;rcdklibs
2018-08-01;2018-08-31;434;rcdklibs
2018-09-01;2018-09-30;753;rcdklibs
2018-10-01;2018-10-31;1007;rcdklibs
2018-11-01;2018-11-30;873;rcdklibs
2018-12-01;2018-12-31;2053;rcdklibs
2019-01-01;2019-01-31;6879;rcdklibs
2019-02-01;2019-02-28;7984;rcdklibs
2019-03-01;2019-03-31;3455;rcdklibs
2019-04-01;2019-04-30;1445;rcdklibs
2019-05-01;2019-05-31;1550;rcdklibs
2019-06-01;2019-06-30;1121;rcdklibs
2019-07-01;2019-07-31;2683;rcdklibs
2019-08-01;2019-08-31;1370;rcdklibs
2019-09-01;2019-09-30;1006;rcdklibs
2019-10-01;2019-10-31;961;rcdklibs
2019-11-01;2019-11-30;993;rcdklibs
2019-12-01;2019-12-31;1277;rcdklibs
2020-01-01;2020-01-31;2038;rcdklibs
2020-02-01;2020-02-29;1417;rcdklibs
2020-03-01;2020-03-31;2344;rcdklibs
2020-04-01;2020-04-30;2160;rcdklibs
2020-05-01;2020-05-31;2070;rcdklibs
2020-06-01;2020-06-30;1696;rcdklibs
2020-07-01;2020-07-31;1621;rcdklibs
2020-08-01;2020-08-31;1929;rcdklibs
2020-09-01;2020-09-30;2412;rcdklibs
2020-10-01;2020-10-31;2182;rcdklibs
2020-11-01;2020-11-30;1657;rcdklibs
2020-12-01;2020-12-31;1573;rcdklibs
2021-01-01;2021-01-31;1463;rcdklibs
2021-02-01;2021-02-28;1530;rcdklibs
2021-03-01;2021-03-31;1590;rcdklibs
2021-04-01;2021-04-30;1537;rcdklibs
2021-05-01;2021-05-31;1412;rcdklibs
2021-06-01;2021-06-30;1154;rcdklibs
2021-07-01;2021-07-31;1088;rcdklibs
2021-08-01;2021-08-31;1121;rcdklibs
2021-09-01;2021-09-30;945;rcdklibs
2021-10-01;2021-10-31;1252;rcdklibs
2021-11-01;2021-11-30;1411;rcdklibs
2021-12-01;2021-12-31;1089;rcdklibs
2022-01-01;2022-01-31;934;rcdklibs
2022-02-01;2022-02-28;2103;rcdklibs
2022-03-01;2022-03-31;1473;rcdklibs
2022-04-01;2022-04-30;1178;rcdklibs
2022-05-01;2022-05-31;1105;rcdklibs
2022-06-01;2022-06-30;1113;rcdklibs
2022-07-01;2022-07-31;943;rcdklibs
2022-08-01;2022-08-31;972;rcdklibs
2022-09-01;2022-09-30;1411;rcdklibs
2022-10-01;2022-10-31;1618;rcdklibs
2022-11-01;2022-11-30;1419;rcdklibs
2022-12-01;2022-12-31;1066;rcdklibs
2023-01-01;2023-01-31;1213;rcdklibs
2023-02-01;2023-02-28;1125;rcdklibs
2023-03-01;2023-03-31;1411;rcdklibs
2023-04-01;2023-04-30;1439;rcdklibs
2023-05-01;2023-05-31;1319;rcdklibs
2023-06-01;2023-06-30;1141;rcdklibs
2023-07-01;2023-07-31;1044;rcdklibs
2023-08-01;2023-08-31;1218;rcdklibs
2023-09-01;2023-09-30;1095;rcdklibs
2023-10-01;2023-10-31;1258;rcdklibs
2023-11-01;2023-11-30;1184;rcdklibs
2023-12-01;2023-12-31;998;rcdklibs
2024-01-01;2024-01-31;1302;rcdklibs
2024-02-01;2024-02-29;930;rcdklibs
2024-03-01;2024-03-31;2027;rcdklibs
2024-04-01;2024-04-30;1497;rcdklibs
2024-05-01;2024-05-31;1556;rcdklibs
2024-06-01;2024-06-26;1304;rcdklibs
2014-01-01;2014-01-31;195;rChoiceDialogs
2014-02-01;2014-02-28;156;rChoiceDialogs
2014-03-01;2014-03-31;208;rChoiceDialogs
2014-04-01;2014-04-30;240;rChoiceDialogs
2014-05-01;2014-05-31;149;rChoiceDialogs
2014-06-01;2014-06-30;170;rChoiceDialogs
2014-07-01;2014-07-31;169;rChoiceDialogs
2014-08-01;2014-08-31;281;rChoiceDialogs
2014-09-01;2014-09-30;188;rChoiceDialogs
2014-10-01;2014-10-31;313;rChoiceDialogs
2014-11-01;2014-11-30;322;rChoiceDialogs
2014-12-01;2014-12-31;228;rChoiceDialogs
2015-01-01;2015-01-31;340;rChoiceDialogs
2015-02-01;2015-02-28;280;rChoiceDialogs
2015-03-01;2015-03-31;360;rChoiceDialogs
2015-04-01;2015-04-30;444;rChoiceDialogs
2015-05-01;2015-05-31;303;rChoiceDialogs
2015-06-01;2015-06-30;292;rChoiceDialogs
2015-07-01;2015-07-31;234;rChoiceDialogs
2015-08-01;2015-08-31;316;rChoiceDialogs
2015-09-01;2015-09-30;319;rChoiceDialogs
2015-10-01;2015-10-31;426;rChoiceDialogs
2015-11-01;2015-11-30;370;rChoiceDialogs
2015-12-01;2015-12-31;291;rChoiceDialogs
2016-01-01;2016-01-31;364;rChoiceDialogs
2016-02-01;2016-02-29;378;rChoiceDialogs
2016-03-01;2016-03-31;350;rChoiceDialogs
2016-04-01;2016-04-30;293;rChoiceDialogs
2016-05-01;2016-05-31;326;rChoiceDialogs
2016-06-01;2016-06-30;320;rChoiceDialogs
2016-07-01;2016-07-31;357;rChoiceDialogs
2016-08-01;2016-08-31;312;rChoiceDialogs
2016-09-01;2016-09-30;319;rChoiceDialogs
2016-10-01;2016-10-31;323;rChoiceDialogs
2016-11-01;2016-11-30;356;rChoiceDialogs
2016-12-01;2016-12-31;295;rChoiceDialogs
2017-01-01;2017-01-31;431;rChoiceDialogs
2017-02-01;2017-02-28;357;rChoiceDialogs
2017-03-01;2017-03-31;507;rChoiceDialogs
2017-04-01;2017-04-30;530;rChoiceDialogs
2017-05-01;2017-05-31;448;rChoiceDialogs
2017-06-01;2017-06-30;381;rChoiceDialogs
2017-07-01;2017-07-31;362;rChoiceDialogs
2017-08-01;2017-08-31;323;rChoiceDialogs
2017-09-01;2017-09-30;323;rChoiceDialogs
2017-10-01;2017-10-31;418;rChoiceDialogs
2017-11-01;2017-11-30;757;rChoiceDialogs
2017-12-01;2017-12-31;371;rChoiceDialogs
2018-01-01;2018-01-31;354;rChoiceDialogs
2018-02-01;2018-02-28;285;rChoiceDialogs
2018-03-01;2018-03-31;282;rChoiceDialogs
2018-04-01;2018-04-30;411;rChoiceDialogs
2018-05-01;2018-05-31;334;rChoiceDialogs
2018-06-01;2018-06-30;291;rChoiceDialogs
2018-07-01;2018-07-31;293;rChoiceDialogs
2018-08-01;2018-08-31;255;rChoiceDialogs
2018-09-01;2018-09-30;450;rChoiceDialogs
2018-10-01;2018-10-31;481;rChoiceDialogs
2018-11-01;2018-11-30;520;rChoiceDialogs
2018-12-01;2018-12-31;405;rChoiceDialogs
2019-01-01;2019-01-31;492;rChoiceDialogs
2019-02-01;2019-02-28;475;rChoiceDialogs
2019-03-01;2019-03-31;572;rChoiceDialogs
2019-04-01;2019-04-30;521;rChoiceDialogs
2019-05-01;2019-05-31;935;rChoiceDialogs
2019-06-01;2019-06-30;431;rChoiceDialogs
2019-07-01;2019-07-31;721;rChoiceDialogs
2019-08-01;2019-08-31;606;rChoiceDialogs
2019-09-01;2019-09-30;640;rChoiceDialogs
2019-10-01;2019-10-31;681;rChoiceDialogs
2019-11-01;2019-11-30;544;rChoiceDialogs
2019-12-01;2019-12-31;1034;rChoiceDialogs
2020-01-01;2020-01-31;1430;rChoiceDialogs
2020-02-01;2020-02-29;904;rChoiceDialogs
2020-03-01;2020-03-31;938;rChoiceDialogs
2020-04-01;2020-04-30;878;rChoiceDialogs
2020-05-01;2020-05-31;921;rChoiceDialogs
2020-06-01;2020-06-30;873;rChoiceDialogs
2020-07-01;2020-07-31;739;rChoiceDialogs
2020-08-01;2020-08-31;728;rChoiceDialogs
2020-09-01;2020-09-30;915;rChoiceDialogs
2020-10-01;2020-10-31;763;rChoiceDialogs
2020-11-01;2020-11-30;646;rChoiceDialogs
2020-12-01;2020-12-31;752;rChoiceDialogs
2021-01-01;2021-01-31;685;rChoiceDialogs
2021-02-01;2021-02-28;747;rChoiceDialogs
2021-03-01;2021-03-31;680;rChoiceDialogs
2021-04-01;2021-04-30;589;rChoiceDialogs
2021-05-01;2021-05-31;627;rChoiceDialogs
2021-06-01;2021-06-30;463;rChoiceDialogs
2021-07-01;2021-07-31;473;rChoiceDialogs
2021-08-01;2021-08-31;680;rChoiceDialogs
2021-09-01;2021-09-30;528;rChoiceDialogs
2021-10-01;2021-10-31;623;rChoiceDialogs
2021-11-01;2021-11-30;768;rChoiceDialogs
2021-12-01;2021-12-31;432;rChoiceDialogs
2022-01-01;2022-01-31;340;rChoiceDialogs
2022-02-01;2022-02-28;345;rChoiceDialogs
2022-03-01;2022-03-31;532;rChoiceDialogs
2022-04-01;2022-04-30;436;rChoiceDialogs
2022-05-01;2022-05-31;481;rChoiceDialogs
2022-06-01;2022-06-30;625;rChoiceDialogs
2022-07-01;2022-07-31;735;rChoiceDialogs
2022-08-01;2022-08-31;563;rChoiceDialogs
2022-09-01;2022-09-30;574;rChoiceDialogs
2022-10-01;2022-10-31;527;rChoiceDialogs
2022-11-01;2022-11-30;518;rChoiceDialogs
2022-12-01;2022-12-31;375;rChoiceDialogs
2023-01-01;2023-01-31;428;rChoiceDialogs
2023-02-01;2023-02-28;421;rChoiceDialogs
2023-03-01;2023-03-31;713;rChoiceDialogs
2023-04-01;2023-04-30;543;rChoiceDialogs
2023-05-01;2023-05-31;536;rChoiceDialogs
2023-06-01;2023-06-30;464;rChoiceDialogs
2023-07-01;2023-07-31;499;rChoiceDialogs
2023-08-01;2023-08-31;532;rChoiceDialogs
2023-09-01;2023-09-30;467;rChoiceDialogs
2023-10-01;2023-10-31;468;rChoiceDialogs
2023-11-01;2023-11-30;468;rChoiceDialogs
2023-12-01;2023-12-31;474;rChoiceDialogs
2024-01-01;2024-01-31;763;rChoiceDialogs
2024-02-01;2024-02-29;453;rChoiceDialogs
2024-03-01;2024-03-31;460;rChoiceDialogs
2024-04-01;2024-04-30;428;rChoiceDialogs
2024-05-01;2024-05-31;506;rChoiceDialogs
2024-06-01;2024-06-26;352;rChoiceDialogs
2021-01-01;2021-01-31;349;Rcurvep
2021-02-01;2021-02-28;376;Rcurvep
2021-03-01;2021-03-31;360;Rcurvep
2021-04-01;2021-04-30;332;Rcurvep
2021-05-01;2021-05-31;335;Rcurvep
2021-06-01;2021-06-30;249;Rcurvep
2021-07-01;2021-07-31;252;Rcurvep
2021-08-01;2021-08-31;396;Rcurvep
2021-09-01;2021-09-30;237;Rcurvep
2021-10-01;2021-10-31;420;Rcurvep
2021-11-01;2021-11-30;614;Rcurvep
2021-12-01;2021-12-31;236;Rcurvep
2022-01-01;2022-01-31;172;Rcurvep
2022-02-01;2022-02-28;178;Rcurvep
2022-03-01;2022-03-31;260;Rcurvep
2022-04-01;2022-04-30;227;Rcurvep
2022-05-01;2022-05-31;249;Rcurvep
2022-06-01;2022-06-30;199;Rcurvep
2022-07-01;2022-07-31;248;Rcurvep
2022-08-01;2022-08-31;243;Rcurvep
2022-09-01;2022-09-30;332;Rcurvep
2022-10-01;2022-10-31;315;Rcurvep
2022-11-01;2022-11-30;270;Rcurvep
2022-12-01;2022-12-31;172;Rcurvep
2023-01-01;2023-01-31;182;Rcurvep
2023-02-01;2023-02-28;192;Rcurvep
2023-03-01;2023-03-31;242;Rcurvep
2023-04-01;2023-04-30;217;Rcurvep
2023-05-01;2023-05-31;272;Rcurvep
2023-06-01;2023-06-30;196;Rcurvep
2023-07-01;2023-07-31;194;Rcurvep
2023-08-01;2023-08-31;193;Rcurvep
2023-09-01;2023-09-30;177;Rcurvep
2023-10-01;2023-10-31;176;Rcurvep
2023-11-01;2023-11-30;220;Rcurvep
2023-12-01;2023-12-31;206;Rcurvep
2024-01-01;2024-01-31;585;Rcurvep
2024-02-01;2024-02-29;188;Rcurvep
2024-03-01;2024-03-31;230;Rcurvep
2024-04-01;2024-04-30;219;Rcurvep
2024-05-01;2024-05-31;227;Rcurvep
2024-06-01;2024-06-26;140;Rcurvep
2014-01-01;2014-01-31;207;REPPlab
2014-02-01;2014-02-28;168;REPPlab
2014-03-01;2014-03-31;212;REPPlab
2014-04-01;2014-04-30;221;REPPlab
2014-05-01;2014-05-31;153;REPPlab
2014-06-01;2014-06-30;160;REPPlab
2014-07-01;2014-07-31;169;REPPlab
2014-08-01;2014-08-31;309;REPPlab
2014-09-01;2014-09-30;293;REPPlab
2014-10-01;2014-10-31;274;REPPlab
2014-11-01;2014-11-30;293;REPPlab
2014-12-01;2014-12-31;244;REPPlab
2015-01-01;2015-01-31;336;REPPlab
2015-02-01;2015-02-28;345;REPPlab
2015-03-01;2015-03-31;388;REPPlab
2015-04-01;2015-04-30;409;REPPlab
2015-05-01;2015-05-31;286;REPPlab
2015-06-01;2015-06-30;266;REPPlab
2015-07-01;2015-07-31;218;REPPlab
2015-08-01;2015-08-31;260;REPPlab
2015-09-01;2015-09-30;258;REPPlab
2015-10-01;2015-10-31;453;REPPlab
2015-11-01;2015-11-30;415;REPPlab
2015-12-01;2015-12-31;335;REPPlab
2016-01-01;2016-01-31;308;REPPlab
2016-02-01;2016-02-29;263;REPPlab
2016-03-01;2016-03-31;199;REPPlab
2016-04-01;2016-04-30;183;REPPlab
2016-05-01;2016-05-31;159;REPPlab
2016-06-01;2016-06-30;140;REPPlab
2016-07-01;2016-07-31;176;REPPlab
2016-08-01;2016-08-31;159;REPPlab
2016-09-01;2016-09-30;191;REPPlab
2016-10-01;2016-10-31;189;REPPlab
2016-11-01;2016-11-30;208;REPPlab
2016-12-01;2016-12-31;177;REPPlab
2017-01-01;2017-01-31;186;REPPlab
2017-02-01;2017-02-28;142;REPPlab
2017-03-01;2017-03-31;215;REPPlab
2017-04-01;2017-04-30;297;REPPlab
2017-05-01;2017-05-31;170;REPPlab
2017-06-01;2017-06-30;145;REPPlab
2017-07-01;2017-07-31;194;REPPlab
2017-08-01;2017-08-31;137;REPPlab
2017-09-01;2017-09-30;167;REPPlab
2017-10-01;2017-10-31;171;REPPlab
2017-11-01;2017-11-30;146;REPPlab
2017-12-01;2017-12-31;97;REPPlab
2018-01-01;2018-01-31;144;REPPlab
2018-02-01;2018-02-28;143;REPPlab
2018-03-01;2018-03-31;133;REPPlab
2018-04-01;2018-04-30;194;REPPlab
2018-05-01;2018-05-31;173;REPPlab
2018-06-01;2018-06-30;113;REPPlab
2018-07-01;2018-07-31;154;REPPlab
2018-08-01;2018-08-31;106;REPPlab
2018-09-01;2018-09-30;308;REPPlab
2018-10-01;2018-10-31;285;REPPlab
2018-11-01;2018-11-30;308;REPPlab
2018-12-01;2018-12-31;255;REPPlab
2019-01-01;2019-01-31;352;REPPlab
2019-02-01;2019-02-28;274;REPPlab
2019-03-01;2019-03-31;419;REPPlab
2019-04-01;2019-04-30;394;REPPlab
2019-05-01;2019-05-31;714;REPPlab
2019-06-01;2019-06-30;289;REPPlab
2019-07-01;2019-07-31;525;REPPlab
2019-08-01;2019-08-31;478;REPPlab
2019-09-01;2019-09-30;552;REPPlab
2019-10-01;2019-10-31;615;REPPlab
2019-11-01;2019-11-30;525;REPPlab
2019-12-01;2019-12-31;678;REPPlab
2020-01-01;2020-01-31;1067;REPPlab
2020-02-01;2020-02-29;644;REPPlab
2020-03-01;2020-03-31;832;REPPlab
2020-04-01;2020-04-30;921;REPPlab
2020-05-01;2020-05-31;845;REPPlab
2020-06-01;2020-06-30;809;REPPlab
2020-07-01;2020-07-31;631;REPPlab
2020-08-01;2020-08-31;668;REPPlab
2020-09-01;2020-09-30;751;REPPlab
2020-10-01;2020-10-31;659;REPPlab
2020-11-01;2020-11-30;678;REPPlab
2020-12-01;2020-12-31;1430;REPPlab
2021-01-01;2021-01-31;1358;REPPlab
2021-02-01;2021-02-28;1818;REPPlab
2021-03-01;2021-03-31;2101;REPPlab
2021-04-01;2021-04-30;1944;REPPlab
2021-05-01;2021-05-31;1891;REPPlab
2021-06-01;2021-06-30;1617;REPPlab
2021-07-01;2021-07-31;1597;REPPlab
2021-08-01;2021-08-31;1519;REPPlab
2021-09-01;2021-09-30;1522;REPPlab
2021-10-01;2021-10-31;2220;REPPlab
2021-11-01;2021-11-30;2628;REPPlab
2021-12-01;2021-12-31;1689;REPPlab
2022-01-01;2022-01-31;1315;REPPlab
2022-02-01;2022-02-28;1442;REPPlab
2022-03-01;2022-03-31;1805;REPPlab
2022-04-01;2022-04-30;1730;REPPlab
2022-05-01;2022-05-31;2032;REPPlab
2022-06-01;2022-06-30;1480;REPPlab
2022-07-01;2022-07-31;1368;REPPlab
2022-08-01;2022-08-31;1238;REPPlab
2022-09-01;2022-09-30;1405;REPPlab
2022-10-01;2022-10-31;1850;REPPlab
2022-11-01;2022-11-30;1887;REPPlab
2022-12-01;2022-12-31;1144;REPPlab
2023-01-01;2023-01-31;876;REPPlab
2023-02-01;2023-02-28;1215;REPPlab
2023-03-01;2023-03-31;1550;REPPlab
2023-04-01;2023-04-30;1514;REPPlab
2023-05-01;2023-05-31;1496;REPPlab
2023-06-01;2023-06-30;1075;REPPlab
2023-07-01;2023-07-31;840;REPPlab
2023-08-01;2023-08-31;750;REPPlab
2023-09-01;2023-09-30;929;REPPlab
2023-10-01;2023-10-31;1159;REPPlab
2023-11-01;2023-11-30;1277;REPPlab
2023-12-01;2023-12-31;1173;REPPlab
2024-01-01;2024-01-31;4544;REPPlab
2024-02-01;2024-02-29;1121;REPPlab
2024-03-01;2024-03-31;1062;REPPlab
2024-04-01;2024-04-30;1081;REPPlab
2024-05-01;2024-05-31;899;REPPlab
2024-06-01;2024-06-26;604;REPPlab
2022-06-01;2022-06-30;230;restoptr
2022-07-01;2022-07-31;431;restoptr
2022-08-01;2022-08-31;362;restoptr
2022-09-01;2022-09-30;380;restoptr
2022-10-01;2022-10-31;429;restoptr
2022-11-01;2022-11-30;406;restoptr
2022-12-01;2022-12-31;204;restoptr
2023-01-01;2023-01-31;210;restoptr
2023-02-01;2023-02-28;250;restoptr
2023-03-01;2023-03-31;331;restoptr
2023-04-01;2023-04-30;388;restoptr
2023-05-01;2023-05-31;550;restoptr
2023-06-01;2023-06-30;512;restoptr
2023-07-01;2023-07-31;517;restoptr
2023-08-01;2023-08-31;675;restoptr
2023-09-01;2023-09-30;541;restoptr
2023-10-01;2023-10-31;475;restoptr
2023-11-01;2023-11-30;372;restoptr
2023-12-01;2023-12-31;571;restoptr
2024-01-01;2024-01-31;769;restoptr
2024-02-01;2024-02-29;569;restoptr
2024-03-01;2024-03-31;660;restoptr
2024-04-01;2024-04-30;628;restoptr
2024-05-01;2024-05-31;714;restoptr
2024-06-01;2024-06-26;489;restoptr
2021-11-01;2021-11-30;115;rflsgen
2021-12-01;2021-12-31;346;rflsgen
2022-01-01;2022-01-31;199;rflsgen
2022-02-01;2022-02-28;312;rflsgen
2022-03-01;2022-03-31;381;rflsgen
2022-04-01;2022-04-30;312;rflsgen
2022-05-01;2022-05-31;319;rflsgen
2022-06-01;2022-06-30;236;rflsgen
2022-07-01;2022-07-31;287;rflsgen
2022-08-01;2022-08-31;208;rflsgen
2022-09-01;2022-09-30;222;rflsgen
2022-10-01;2022-10-31;330;rflsgen
2022-11-01;2022-11-30;389;rflsgen
2022-12-01;2022-12-31;209;rflsgen
2023-01-01;2023-01-31;193;rflsgen
2023-02-01;2023-02-28;215;rflsgen
2023-03-01;2023-03-31;260;rflsgen
2023-04-01;2023-04-30;283;rflsgen
2023-05-01;2023-05-31;291;rflsgen
2023-06-01;2023-06-30;273;rflsgen
2023-07-01;2023-07-31;257;rflsgen
2023-08-01;2023-08-31;268;rflsgen
2023-09-01;2023-09-30;245;rflsgen
2023-10-01;2023-10-31;240;rflsgen
2023-11-01;2023-11-30;246;rflsgen
2023-12-01;2023-12-31;239;rflsgen
2024-01-01;2024-01-31;469;rflsgen
2024-02-01;2024-02-29;239;rflsgen
2024-03-01;2024-03-31;282;rflsgen
2024-04-01;2024-04-30;273;rflsgen
2024-05-01;2024-05-31;418;rflsgen
2024-06-01;2024-06-26;212;rflsgen
2015-10-01;2015-10-31;9;rGroovy
2015-11-01;2015-11-30;224;rGroovy
2015-12-01;2015-12-31;191;rGroovy
2016-01-01;2016-01-31;248;rGroovy
2016-02-01;2016-02-29;201;rGroovy
2016-03-01;2016-03-31;164;rGroovy
2016-04-01;2016-04-30;135;rGroovy
2016-05-01;2016-05-31;124;rGroovy
2016-06-01;2016-06-30;121;rGroovy
2016-07-01;2016-07-31;168;rGroovy
2016-08-01;2016-08-31;90;rGroovy
2016-09-01;2016-09-30;98;rGroovy
2016-10-01;2016-10-31;115;rGroovy
2016-11-01;2016-11-30;152;rGroovy
2016-12-01;2016-12-31;138;rGroovy
2017-01-01;2017-01-31;123;rGroovy
2017-02-01;2017-02-28;99;rGroovy
2017-03-01;2017-03-31;91;rGroovy
2017-04-01;2017-04-30;257;rGroovy
2017-05-01;2017-05-31;114;rGroovy
2017-06-01;2017-06-30;116;rGroovy
2017-07-01;2017-07-31;121;rGroovy
2017-08-01;2017-08-31;128;rGroovy
2017-09-01;2017-09-30;141;rGroovy
2017-10-01;2017-10-31;154;rGroovy
2017-11-01;2017-11-30;116;rGroovy
2017-12-01;2017-12-31;72;rGroovy
2018-01-01;2018-01-31;341;rGroovy
2018-02-01;2018-02-28;171;rGroovy
2018-03-01;2018-03-31;104;rGroovy
2018-04-01;2018-04-30;699;rGroovy
2018-05-01;2018-05-31;203;rGroovy
2018-06-01;2018-06-30;115;rGroovy
2018-07-01;2018-07-31;144;rGroovy
2018-08-01;2018-08-31;122;rGroovy
2018-09-01;2018-09-30;252;rGroovy
2018-10-01;2018-10-31;225;rGroovy
2018-11-01;2018-11-30;229;rGroovy
2018-12-01;2018-12-31;212;rGroovy
2019-01-01;2019-01-31;286;rGroovy
2019-02-01;2019-02-28;216;rGroovy
2019-03-01;2019-03-31;314;rGroovy
2019-04-01;2019-04-30;325;rGroovy
2019-05-01;2019-05-31;538;rGroovy
2019-06-01;2019-06-30;223;rGroovy
2019-07-01;2019-07-31;415;rGroovy
2019-08-01;2019-08-31;288;rGroovy
2019-09-01;2019-09-30;365;rGroovy
2019-10-01;2019-10-31;341;rGroovy
2019-11-01;2019-11-30;310;rGroovy
2019-12-01;2019-12-31;480;rGroovy
2020-01-01;2020-01-31;657;rGroovy
2020-02-01;2020-02-29;461;rGroovy
2020-03-01;2020-03-31;479;rGroovy
2020-04-01;2020-04-30;539;rGroovy
2020-05-01;2020-05-31;631;rGroovy
2020-06-01;2020-06-30;542;rGroovy
2020-07-01;2020-07-31;477;rGroovy
2020-08-01;2020-08-31;516;rGroovy
2020-09-01;2020-09-30;595;rGroovy
2020-10-01;2020-10-31;477;rGroovy
2020-11-01;2020-11-30;459;rGroovy
2020-12-01;2020-12-31;522;rGroovy
2021-01-01;2021-01-31;388;rGroovy
2021-02-01;2021-02-28;479;rGroovy
2021-03-01;2021-03-31;389;rGroovy
2021-04-01;2021-04-30;355;rGroovy
2021-05-01;2021-05-31;426;rGroovy
2021-06-01;2021-06-30;323;rGroovy
2021-07-01;2021-07-31;354;rGroovy
2021-08-01;2021-08-31;445;rGroovy
2021-09-01;2021-09-30;327;rGroovy
2021-10-01;2021-10-31;477;rGroovy
2021-11-01;2021-11-30;640;rGroovy
2021-12-01;2021-12-31;306;rGroovy
2022-01-01;2022-01-31;209;rGroovy
2022-02-01;2022-02-28;238;rGroovy
2022-03-01;2022-03-31;337;rGroovy
